osm_id;ort;plz;bundesland;eintrag
1021745;Reichenbach;96358;Bayern;Weltklasse
1245056;Reichenbach;55776;Rheinland-Pfalz;Weltklasse
1311106;Reichenbach;02894;Sachsen;Weltklasse
2778403;Reichenbach;07629;Thüringen;Weltklasse
5818742;Reichenbach;08468;Sachsen;Weltklasse
5818742;Reichenbach;08499;Sachsen;Weltklasse
1231964;Reichenbach am Heuberg;78564;Baden-Württemberg;Weltklasse
2792737;Reichenbach an der Fils;73262;Baden-Württemberg;Weltklasse
1253794;Reichenbach-Steegen;66879;Rheinland-Pfalz;Weltklasse
163746;Reichenberg;97234;Bayern;Weltklasse
539911;Reichenberg;56357;Rheinland-Pfalz;Weltklasse
1332935;Reichenow-Möglin;15345;Brandenburg;Weltklasse
966154;Reichenschwand;91244;Bayern;Weltklasse
1384809;Reichenwalde;15526;Brandenburg;Weltklasse
935185;Reichersbeuern;83677;Bayern;Weltklasse
396546;Reichertshausen;85293;Bayern;Weltklasse
940708;Reichertsheim;84437;Bayern;Weltklasse
387305;Reichertshofen;85084;Bayern;Weltklasse
933951;Reichling;86934;Bayern;Weltklasse
1273298;Reichmannsdorf;98739;Thüringen;Weltklasse
173870;Reichshof;51580;Nordrhein-Westfalen;Weltklasse
2531747;Reichstädt;07580;Thüringen;Weltklasse
1253975;Reichsthal;67759;Rheinland-Pfalz;Weltklasse
1246579;Reichweiler;66871;Rheinland-Pfalz;Weltklasse
1269735;Reidenhausen;56865;Rheinland-Pfalz;Weltklasse
1251037;Reifenberg;66507;Rheinland-Pfalz;Weltklasse
415720;Reiferscheid;57632;Rheinland-Pfalz;Weltklasse
1113744;Reiff;54619;Rheinland-Pfalz;Weltklasse
1244057;Reiffelbach;67829;Rheinland-Pfalz;Weltklasse
1060423;Reifferscheid;53520;Rheinland-Pfalz;Weltklasse
1258635;Reil;56861;Rheinland-Pfalz;Weltklasse
453403;Reilingen;68799;Baden-Württemberg;Weltklasse
1075162;Reimerath;53539;Rheinland-Pfalz;Weltklasse
1964781;Reimershagen;18276;Mecklenburg-Vorpommern;Weltklasse
962466;Reimlingen;86756;Bayern;Weltklasse
335683;Reinbek;21465;Schleswig-Holstein;Weltklasse
532401;Reinfeld;23858;Schleswig-Holstein;Weltklasse
943199;Reinhardshagen;34359;Hessen;Weltklasse
534533;Reinhardtsdorf-Schöna;01814;Sachsen;Weltklasse
452423;Reinheim;64354;Hessen;Weltklasse
2813794;Reinholterode;37308;Thüringen;Weltklasse
16328;Reinickendorf;13403;Berlin;Weltklasse
16328;Reinickendorf;13405;Berlin;Weltklasse
16328;Reinickendorf;13407;Berlin;Weltklasse
16328;Reinickendorf;13409;Berlin;Weltklasse
16328;Reinickendorf;13437;Berlin;Weltklasse
16328;Reinickendorf;13509;Berlin;Weltklasse
416000;Reinsberg;09629;Sachsen;Weltklasse
416000;Reinsberg;09634;Sachsen;Weltklasse
447165;Reinsbüttel;25764;Schleswig-Holstein;Weltklasse
417707;Reinsdorf;08141;Sachsen;Weltklasse
2387362;Reinsdorf;06556;Thüringen;Weltklasse
1257095;Reinsfeld;54421;Rheinland-Pfalz;Weltklasse
2462250;Reinstädt;07768;Thüringen;Weltklasse
1387436;Reinstorf;21400;Niedersachsen;Weltklasse
1113736;Reipeldingen;54689;Rheinland-Pfalz;Weltklasse
1246681;Reipoltskirchen;67753;Rheinland-Pfalz;Weltklasse
959902;Reisbach;94419;Bayern;Weltklasse
942011;Reischach;84571;Bayern;Weltklasse
418615;Reiskirchen;35447;Hessen;Weltklasse
941684;Reit im Winkl;83242;Bayern;Weltklasse
1332900;Reitwein;15328;Brandenburg;Weltklasse
539912;Reitzenhain;56357;Rheinland-Pfalz;Weltklasse
162724;Reken;48734;Nordrhein-Westfalen;Weltklasse
443755;Rellingen;25462;Schleswig-Holstein;Weltklasse
1246670;Relsberg;67753;Rheinland-Pfalz;Weltklasse
78548;Remagen;53424;Rheinland-Pfalz;Weltklasse
1427002;Remchingen;75196;Baden-Württemberg;Weltklasse
1273348;Remda-Teichel;07407;Thüringen;Weltklasse
180677;Remlingen;97280;Bayern;Weltklasse
1432636;Remlingen;38319;Niedersachsen;Weltklasse
548594;Remmels;24594;Schleswig-Holstein;Weltklasse
2179211;Remptendorf;07368;Thüringen;Weltklasse
62455;Remscheid;42853;Nordrhein-Westfalen;Weltklasse
62455;Remscheid;42855;Nordrhein-Westfalen;Weltklasse
62455;Remscheid;42857;Nordrhein-Westfalen;Weltklasse
62455;Remscheid;42859;Nordrhein-Westfalen;Weltklasse
62455;Remscheid;42897;Nordrhein-Westfalen;Weltklasse
62455;Remscheid;42899;Nordrhein-Westfalen;Weltklasse
413534;Remse;08373;Sachsen;Weltklasse
405291;Remseck am Neckar;71686;Baden-Württemberg;Weltklasse
401645;Remshalden;73630;Baden-Württemberg;Weltklasse
2818247;Remstädt;99869;Thüringen;Weltklasse
452978;Renchen;77871;Baden-Württemberg;Weltklasse
548570;Rendsburg;24768;Schleswig-Holstein;Weltklasse
310410;Rendswühren;24619;Schleswig-Holstein;Weltklasse
444703;Rengsdorf;56579;Rheinland-Pfalz;Weltklasse
2010632;Renkenberge;49762;Niedersachsen;Weltklasse
1446639;Rennau;38368;Niedersachsen;Weltklasse
533261;Rennerod;56477;Rheinland-Pfalz;Weltklasse
943661;Rennertshofen;86643;Bayern;Weltklasse
722151;Renningen;71272;Baden-Württemberg;Weltklasse
1231951;Renquishausen;78603;Baden-Württemberg;Weltklasse
2778404;Renthendorf;07646;Thüringen;Weltklasse
388839;Rentweinsdorf;96184;Bayern;Weltklasse
1392093;Reppenstedt;21391;Niedersachsen;Weltklasse
394331;Rerik;18230;Mecklenburg-Vorpommern;Weltklasse
1799474;Rethem (Aller);27336;Niedersachsen;Weltklasse
447312;Rethwisch;25566;Schleswig-Holstein;Weltklasse
532317;Rethwisch;23847;Schleswig-Holstein;Weltklasse
394324;Retschow;18211;Mecklenburg-Vorpommern;Weltklasse
961331;Rettenbach;93191;Bayern;Weltklasse
964464;Rettenbach;89364;Bayern;Weltklasse
448121;Rettenbach a.Auerberg;87675;Bayern;Weltklasse
957834;Rettenberg;87549;Bayern;Weltklasse
1075142;Retterath;56769;Rheinland-Pfalz;Weltklasse
418140;Rettersen;57635;Rheinland-Pfalz;Weltklasse
540470;Rettershain;56357;Rheinland-Pfalz;Weltklasse
539719;Rettert;56370;Rheinland-Pfalz;Weltklasse
1343592;Retzow;14641;Brandenburg;Weltklasse
335433;Retzstadt;97282;Bayern;Weltklasse
548054;Reudelsterz;56727;Rheinland-Pfalz;Weltklasse
1270373;Reurieth;98646;Thüringen;Weltklasse
1416815;Reußenköge;25821;Schleswig-Holstein;Weltklasse
957050;Reut;84367;Bayern;Weltklasse
1970197;Reute;79276;Baden-Württemberg;Weltklasse
444816;Reuth;08538;Sachsen;Weltklasse
1075991;Reuth;54597;Rheinland-Pfalz;Weltklasse
62392;Reuth b.Erbendorf;92717;Bayern;Weltklasse
2772661;Reutlingen;72760;Baden-Württemberg;Weltklasse
2772661;Reutlingen;72762;Baden-Württemberg;Weltklasse
2772661;Reutlingen;72764;Baden-Württemberg;Weltklasse
2772661;Reutlingen;72766;Baden-Württemberg;Weltklasse
2772661;Reutlingen;72768;Baden-Württemberg;Weltklasse
2772661;Reutlingen;72770;Baden-Württemberg;Weltklasse
1022895;Rhade;27404;Niedersachsen;Weltklasse
1470260;Rhauderfehn;26817;Niedersachsen;Weltklasse
1245092;Rhaunen;55624;Rheinland-Pfalz;Weltklasse
78727;Rheda-Wiedenbrück;33378;Nordrhein-Westfalen;Weltklasse
162717;Rhede;46414;Nordrhein-Westfalen;Weltklasse
1470261;Rhede (Ems);26899;Niedersachsen;Weltklasse
1168911;Rheden;31039;Niedersachsen;Weltklasse
452971;Rheinau;77866;Baden-Württemberg;Weltklasse
173125;Rheinbach;53359;Nordrhein-Westfalen;Weltklasse
58643;Rheinberg;47495;Nordrhein-Westfalen;Weltklasse
311907;Rheinböllen;55494;Rheinland-Pfalz;Weltklasse
443474;Rheinbreitbach;53619;Rheinland-Pfalz;Weltklasse
444289;Rheinbrohl;56598;Rheinland-Pfalz;Weltklasse
155707;Rheine;48429;Nordrhein-Westfalen;Weltklasse
155707;Rheine;48431;Nordrhein-Westfalen;Weltklasse
155707;Rheine;48432;Nordrhein-Westfalen;Weltklasse
2787853;Rheinfelden (Baden);79618;Baden-Württemberg;Weltklasse
1124263;Rheinhausen;79365;Baden-Württemberg;Weltklasse
950732;Rheinmünster;77836;Baden-Württemberg;Weltklasse
1335914;Rheinsberg;16818;Brandenburg;Weltklasse
1335914;Rheinsberg;16831;Brandenburg;Weltklasse
1335914;Rheinsberg;16835;Brandenburg;Weltklasse
1335914;Rheinsberg;16837;Brandenburg;Weltklasse
659842;Rheinstetten;76287;Baden-Württemberg;Weltklasse
1250450;Rheinzabern;76764;Rheinland-Pfalz;Weltklasse
544549;Rhens;56321;Rheinland-Pfalz;Weltklasse
544549;Rhens;56323;Rheinland-Pfalz;Weltklasse
167999;Rheurdt;47509;Nordrhein-Westfalen;Weltklasse
1332714;Rhinow;14728;Brandenburg;Weltklasse
1252493;Rhodt unter Rietburg;76835;Rheinland-Pfalz;Weltklasse
2247559;Rhönblick;98617;Thüringen;Weltklasse
1399084;Rhumspringe;37434;Niedersachsen;Weltklasse
1363357;Ribbesbüttel;38551;Niedersachsen;Weltklasse
372846;Ribnitz-Damgarten;18311;Mecklenburg-Vorpommern;Weltklasse
374151;Richtenberg;18461;Mecklenburg-Vorpommern;Weltklasse
1240414;Rickenbach;79736;Baden-Württemberg;Weltklasse
548572;Rickert;24782;Schleswig-Holstein;Weltklasse
548572;Rickert;24787;Schleswig-Holstein;Weltklasse
423151;Rickling;24635;Schleswig-Holstein;Weltklasse
396005;Ried;86510;Bayern;Weltklasse
388768;Riedbach;97519;Bayern;Weltklasse
1182271;Riede;27339;Niedersachsen;Weltklasse
1250685;Riedelberg;66484;Rheinland-Pfalz;Weltklasse
447627;Rieden;87668;Bayern;Weltklasse
544236;Rieden;56745;Rheinland-Pfalz;Weltklasse
1028548;Rieden;92286;Bayern;Weltklasse
448303;Rieden am Forggensee;87669;Bayern;Weltklasse
384315;Riedenberg;97792;Bayern;Weltklasse
956669;Riedenburg;93339;Bayern;Weltklasse
162642;Riedenheim;97283;Bayern;Weltklasse
2778542;Riederich;72585;Baden-Württemberg;Weltklasse
2186935;Riedering;83083;Bayern;Weltklasse
2808134;Riedhausen;88377;Baden-Württemberg;Weltklasse
2802285;Riedlingen;88499;Baden-Württemberg;Weltklasse
444332;Riedstadt;64560;Hessen;Weltklasse
1124269;Riegel;79359;Baden-Württemberg;Weltklasse
1184882;Riegelsberg;66292;Saarland;Weltklasse
1241648;Riegenroth;55469;Rheinland-Pfalz;Weltklasse
939371;Riegsee;82418;Bayern;Weltklasse
966627;Riekofen;93104;Bayern;Weltklasse
2785094;Rielasingen-Worblingen;78239;Baden-Württemberg;Weltklasse
349451;Rieneck;97794;Bayern;Weltklasse
1444877;Rieps;19217;Mecklenburg-Vorpommern;Weltklasse
382415;Riepsdorf;23738;Schleswig-Holstein;Weltklasse
549800;Riesa;01587;Sachsen;Weltklasse
549800;Riesa;01589;Sachsen;Weltklasse
549800;Riesa;01591;Sachsen;Weltklasse
549800;Riesa;01594;Sachsen;Weltklasse
915554;Riesbürg;73469;Baden-Württemberg;Weltklasse
1251030;Rieschweiler-Mühlbach;66509;Rheinland-Pfalz;Weltklasse
557142;Rieseby;24354;Schleswig-Holstein;Weltklasse
1818489;Rieste;49597;Niedersachsen;Weltklasse
1241481;Riesweiler;55499;Rheinland-Pfalz;Weltklasse
78758;Rietberg;33397;Nordrhein-Westfalen;Weltklasse
1231965;Rietheim-Weilheim;78604;Baden-Württemberg;Weltklasse
2410101;Riethgen;99638;Thüringen;Weltklasse
2411246;Riethnordhausen;99195;Thüringen;Weltklasse
1311129;Rietschen;02956;Sachsen;Weltklasse
1384840;Rietz-Neuendorf;15848;Brandenburg;Weltklasse
1389286;Rietzneuendorf-Staakow;15910;Brandenburg;Weltklasse
537059;Rimbach;64668;Hessen;Weltklasse
957046;Rimbach;84326;Bayern;Weltklasse
959884;Rimbach;93485;Bayern;Weltklasse
183792;Rimpar;97222;Bayern;Weltklasse
1244318;Rimsberg;55765;Rheinland-Pfalz;Weltklasse
2186936;Rimsting;83253;Bayern;Weltklasse
959160;Rinchnach;94269;Bayern;Weltklasse
2014215;Ringe;49824;Niedersachsen;Weltklasse
958955;Ringelai;94160;Bayern;Weltklasse
549426;Ringgau;37296;Hessen;Weltklasse
2387424;Ringleben;06556;Thüringen;Weltklasse
2411247;Ringleben;99189;Thüringen;Weltklasse
1149282;Ringsberg;24977;Schleswig-Holstein;Weltklasse
453001;Ringsheim;77975;Baden-Württemberg;Weltklasse
1252771;Rinnthal;76857;Rheinland-Pfalz;Weltklasse
1169354;Rinteln;31737;Niedersachsen;Weltklasse
1244273;Rinzenberg;55767;Rheinland-Pfalz;Weltklasse
1255897;Riol;54340;Rheinland-Pfalz;Weltklasse
1417210;Risum-Lindholm;25920;Schleswig-Holstein;Weltklasse
2828345;Ritschenhausen;98617;Thüringen;Weltklasse
423193;Ritterhude;27721;Niedersachsen;Weltklasse
1152704;Rittersdorf;54636;Rheinland-Pfalz;Weltklasse
2857016;Rittersdorf;99448;Thüringen;Weltklasse
1254060;Rittersheim;67294;Rheinland-Pfalz;Weltklasse
1465972;Ritzerau;23896;Schleswig-Holstein;Weltklasse
1427700;Ritzerow;17153;Mecklenburg-Vorpommern;Weltklasse
1259134;Rivenich;54518;Rheinland-Pfalz;Weltklasse
1256951;Riveris;54317;Rheinland-Pfalz;Weltklasse
1424147;Röbel/Müritz;17207;Mecklenburg-Vorpommern;Weltklasse
1284765;Rochau;39579;Sachsen-Anhalt;Weltklasse
414699;Rochlitz;09306;Sachsen;Weltklasse
446620;Rockenberg;35519;Hessen;Weltklasse
1253988;Rockenhausen;67806;Rheinland-Pfalz;Weltklasse
1074563;Rockeskyll;54570;Rheinland-Pfalz;Weltklasse
393580;Rockhausen;99102;Thüringen;Weltklasse
534398;Röckingen;91740;Bayern;Weltklasse
2389089;Rockstedt;99713;Thüringen;Weltklasse
1427890;Röckwitz;17091;Mecklenburg-Vorpommern;Weltklasse
1251061;Rodalben;66976;Rheinland-Pfalz;Weltklasse
1060428;Rodder;53520;Rheinland-Pfalz;Weltklasse
2902867;Rodeberg;99976;Thüringen;Weltklasse
1245171;Rödelhausen;56858;Rheinland-Pfalz;Weltklasse
387432;Rödelmaier;97618;Bayern;Weltklasse
283612;Rödelsee;97348;Bayern;Weltklasse
335457;Roden;97849;Bayern;Weltklasse
1418655;Rodenäs;25924;Schleswig-Holstein;Weltklasse
191522;Rodenbach;67688;Rheinland-Pfalz;Weltklasse
535899;Rodenbach;63517;Hessen;Weltklasse
445735;Rodenbach bei Puderbach;57639;Rheinland-Pfalz;Weltklasse
548507;Rodenbek;24247;Schleswig-Holstein;Weltklasse
1176596;Rodenberg;31552;Niedersachsen;Weltklasse
956805;Rödental;96472;Bayern;Weltklasse
551075;Röderaue;01609;Sachsen;Weltklasse
1303773;Röderland;04932;Brandenburg;Weltklasse
659748;Rödermark;63322;Hessen;Weltklasse
1245192;Rödern;55481;Rheinland-Pfalz;Weltklasse
1171861;Rodershausen;54673;Rheinland-Pfalz;Weltklasse
422699;Rödersheim-Gronau;67127;Rheinland-Pfalz;Weltklasse
1183252;Rodewald;31637;Niedersachsen;Weltklasse
444399;Rodewisch;08228;Sachsen;Weltklasse
659746;Rodgau;63110;Hessen;Weltklasse
960527;Roding;93426;Bayern;Weltklasse
147275;Rödinghausen;32289;Nordrhein-Westfalen;Weltklasse
1479257;Roduchelstorf;23923;Mecklenburg-Vorpommern;Weltklasse
1266501;Roes;56754;Rheinland-Pfalz;Weltklasse
158018;Roetgen;52159;Nordrhein-Westfalen;Weltklasse
964242;Röfingen;89365;Bayern;Weltklasse
1286640;Rogätz;39326;Sachsen-Anhalt;Weltklasse
941077;Roggenburg;89297;Bayern;Weltklasse
1444907;Roggendorf;19205;Mecklenburg-Vorpommern;Weltklasse
1479628;Roggenstorf;23936;Mecklenburg-Vorpommern;Weltklasse
393353;Roggentin;18184;Mecklenburg-Vorpommern;Weltklasse
962648;Rögling;86703;Bayern;Weltklasse
1444899;Rögnitz;19205;Mecklenburg-Vorpommern;Weltklasse
1152666;Röhl;54636;Rheinland-Pfalz;Weltklasse
442929;Rohlstorf;23821;Schleswig-Holstein;Weltklasse
158272;Rohr;91189;Bayern;Weltklasse
2828435;Rohr;98530;Thüringen;Weltklasse
252230;Rohrbach;85296;Bayern;Weltklasse
1245058;Rohrbach;55776;Rheinland-Pfalz;Weltklasse
1245194;Rohrbach;55490;Rheinland-Pfalz;Weltklasse
1252795;Rohrbach;76865;Rheinland-Pfalz;Weltklasse
1273283;Rohrbach;07429;Thüringen;Weltklasse
2856464;Rohrbach;99439;Thüringen;Weltklasse
1285580;Rohrberg;38489;Sachsen-Anhalt;Weltklasse
2395940;Rohrberg;37318;Thüringen;Weltklasse
1181071;Rohrdorf;72229;Baden-Württemberg;Weltklasse
2186937;Rohrdorf;83101;Bayern;Weltklasse
943677;Rohrenfels;86701;Bayern;Weltklasse
2396156;Röhrig;37318;Thüringen;Weltklasse
956646;Rohr i.NB;93352;Bayern;Weltklasse
934471;Röhrmoos;85244;Bayern;Weltklasse
958953;Röhrnbach;94133;Bayern;Weltklasse
1183263;Rohrsen;31627;Niedersachsen;Weltklasse
409708;Roigheim;74255;Baden-Württemberg;Weltklasse
1432656;Roklum;38325;Niedersachsen;Weltklasse
396162;Röllbach;63934;Bayern;Weltklasse
1399082;Rollshausen;37434;Niedersachsen;Weltklasse
1410904;Rollwitz;17309;Mecklenburg-Vorpommern;Weltklasse
449898;Rom;19372;Mecklenburg-Vorpommern;Weltklasse
418397;Römerberg;67354;Rheinland-Pfalz;Weltklasse
2774200;Römerstein;72587;Baden-Württemberg;Weltklasse
1271532;Römhild;98630;Thüringen;Weltklasse
1108036;Rommersheim;54597;Rheinland-Pfalz;Weltklasse
168488;Rommerskirchen;41569;Nordrhein-Westfalen;Weltklasse
1470111;Römnitz;23909;Schleswig-Holstein;Weltklasse
418331;Romrod;36329;Hessen;Weltklasse
1460230;Römstedt;29591;Niedersachsen;Weltklasse
1469214;Rondeshagen;23919;Schleswig-Holstein;Weltklasse
535897;Ronneburg;63549;Hessen;Weltklasse
2789114;Ronneburg;07580;Thüringen;Weltklasse
2012735;Ronnenberg;30952;Niedersachsen;Weltklasse
448039;Ronsberg;87671;Bayern;Weltklasse
238966;Ronshausen;36217;Hessen;Weltklasse
1258416;Rorodt;54411;Rheinland-Pfalz;Weltklasse
2821145;Rosa;98590;Thüringen;Weltklasse
450122;Rosbach vor der Höhe;61191;Hessen;Weltklasse
1252489;Roschbach;76835;Rheinland-Pfalz;Weltklasse
1460227;Rosche;29571;Niedersachsen;Weltklasse
1113727;Roscheid;54619;Rheinland-Pfalz;Weltklasse
450223;Rosdorf;25548;Schleswig-Holstein;Weltklasse
1399069;Rosdorf;37124;Niedersachsen;Weltklasse
1467349;Roseburg;21514;Schleswig-Holstein;Weltklasse
964561;Rosenau;14789;Brandenburg;Weltklasse
1311103;Rosenbach;02708;Sachsen;Weltklasse
1605066;Rosenbach/Vogtland;08527;Sachsen;Weltklasse
1605066;Rosenbach/Vogtland;08539;Sachsen;Weltklasse
1605066;Rosenbach/Vogtland;08548;Sachsen;Weltklasse
403729;Rosenberg;74749;Baden-Württemberg;Weltklasse
915450;Rosenberg;73494;Baden-Württemberg;Weltklasse
157771;Rosendahl;48720;Nordrhein-Westfalen;Weltklasse
2179212;Rosendorf;07819;Thüringen;Weltklasse
2779392;Rosenfeld;72348;Baden-Württemberg;Weltklasse
68669;Rosengarten;21224;Niedersachsen;Weltklasse
391367;Rosengarten;74538;Baden-Württemberg;Weltklasse
421916;Rosenheim;57520;Rheinland-Pfalz;Weltklasse
2168233;Rosenheim;83022;Bayern;Weltklasse
2168233;Rosenheim;83024;Bayern;Weltklasse
2168233;Rosenheim;83026;Bayern;Weltklasse
1250671;Rosenkopf;66894;Rheinland-Pfalz;Weltklasse
1427690;Rosenow;17091;Mecklenburg-Vorpommern;Weltklasse
407651;Rosenthal;13156;Berlin;Weltklasse
407651;Rosenthal;13158;Berlin;Weltklasse
443595;Rosenthal;35119;Hessen;Weltklasse
534527;Rosenthal-Bielatal;01824;Sachsen;Weltklasse
2778488;Rositz;04617;Thüringen;Weltklasse
974216;Roskow;14778;Brandenburg;Weltklasse
1022876;Röslau;95195;Bayern;Weltklasse
173102;Rösrath;51503;Nordrhein-Westfalen;Weltklasse
411427;Rossau;09661;Sachsen;Weltklasse
231978;Roßbach;53547;Rheinland-Pfalz;Weltklasse
453175;Roßbach;56271;Rheinland-Pfalz;Weltklasse
957068;Roßbach;94439;Bayern;Weltklasse
452395;Roßdorf;64380;Hessen;Weltklasse
2821159;Roßdorf;98590;Thüringen;Weltklasse
448302;Roßhaupten;87672;Bayern;Weltklasse
1432552;Rossin;17398;Mecklenburg-Vorpommern;Weltklasse
2340853;Roßleben;06556;Thüringen;Weltklasse
2340853;Roßleben;06571;Thüringen;Weltklasse
1411885;Rossow;17322;Mecklenburg-Vorpommern;Weltklasse
1016400;Roßtal;90574;Bayern;Weltklasse
415417;Roßwein;04741;Sachsen;Weltklasse
62405;Rostock;18055;Mecklenburg-Vorpommern;Weltklasse
62405;Rostock;18057;Mecklenburg-Vorpommern;Weltklasse
62405;Rostock;18059;Mecklenburg-Vorpommern;Weltklasse
62405;Rostock;18069;Mecklenburg-Vorpommern;Weltklasse
62405;Rostock;18106;Mecklenburg-Vorpommern;Weltklasse
62405;Rostock;18107;Mecklenburg-Vorpommern;Weltklasse
62405;Rostock;18109;Mecklenburg-Vorpommern;Weltklasse
62405;Rostock;18119;Mecklenburg-Vorpommern;Weltklasse
62405;Rostock;18146;Mecklenburg-Vorpommern;Weltklasse
62405;Rostock;18147;Mecklenburg-Vorpommern;Weltklasse
62405;Rostock;18181;Mecklenburg-Vorpommern;Weltklasse
62405;Rostock;18182;Mecklenburg-Vorpommern;Weltklasse
387763;Rot am See;74585;Baden-Württemberg;Weltklasse
2801248;Rot an der Rot;88430;Baden-Württemberg;Weltklasse
357187;Rotenburg;27356;Niedersachsen;Weltklasse
238957;Rotenburg an der Fulda;36199;Hessen;Weltklasse
535017;Rotenhain;56459;Rheinland-Pfalz;Weltklasse
1363424;Rötgesbüttel;38531;Niedersachsen;Weltklasse
158556;Roth;91154;Bayern;Weltklasse
420580;Roth;57539;Rheinland-Pfalz;Weltklasse
539707;Roth;56368;Rheinland-Pfalz;Weltklasse
1204716;Roth;56288;Rheinland-Pfalz;Weltklasse
1243986;Roth;55442;Rheinland-Pfalz;Weltklasse
420479;Rötha;04571;Sachsen;Weltklasse
1171850;Roth an der Our;54675;Rheinland-Pfalz;Weltklasse
1108060;Roth bei Prüm;54597;Rheinland-Pfalz;Weltklasse
1410792;Rothemühl;17379;Mecklenburg-Vorpommern;Weltklasse
535018;Rothenbach;56459;Rheinland-Pfalz;Weltklasse
959855;Röthenbach (Allgäu);88167;Bayern;Weltklasse
966170;Röthenbach an der Pegnitz;90552;Bayern;Weltklasse
451802;Rothenberg;64757;Hessen;Weltklasse
387541;Rothenbuch;63860;Bayern;Weltklasse
387541;Rothenbuch;97840;Bayern;Weltklasse
287759;Rothenburg ob der Tauber;91541;Bayern;Weltklasse
1311137;Rothenburg/Oberlausitz;02929;Sachsen;Weltklasse
337250;Rothenfels;97851;Bayern;Weltklasse
1411925;Rothenklempenow;17321;Mecklenburg-Vorpommern;Weltklasse
1411925;Rothenklempenow;17322;Mecklenburg-Vorpommern;Weltklasse
2458465;Rothenstein;07751;Thüringen;Weltklasse
318307;Röthlein;97520;Bayern;Weltklasse
1246678;Rothselberg;67753;Rheinland-Pfalz;Weltklasse
1244321;Rötsweiler-Nockenthal;55767;Rheinland-Pfalz;Weltklasse
415716;Rott;57632;Rheinland-Pfalz;Weltklasse
933904;Rott;86935;Bayern;Weltklasse
935950;Rottach-Egern;83700;Bayern;Weltklasse
2186938;Rott am Inn;83543;Bayern;Weltklasse
937786;Rottenacker;89616;Baden-Württemberg;Weltklasse
158433;Röttenbach;91187;Bayern;Weltklasse
1016512;Röttenbach;91341;Bayern;Weltklasse
936785;Rottenbuch;82401;Bayern;Weltklasse
179380;Rottenburg a. d. Laaber;84056;Bayern;Weltklasse
2778912;Rottenburg am Neckar;72108;Baden-Württemberg;Weltklasse
182349;Rottendorf;97228;Bayern;Weltklasse
2829530;Rotterode;98587;Thüringen;Weltklasse
958110;Rotthalmünster;94094;Bayern;Weltklasse
162673;Röttingen;97285;Bayern;Weltklasse
943756;Rottweil;78628;Baden-Württemberg;Weltklasse
960508;Rötz;92444;Bayern;Weltklasse
393345;Rövershagen;18182;Mecklenburg-Vorpommern;Weltklasse
1244230;Roxheim;55595;Rheinland-Pfalz;Weltklasse
1432699;Rubenow;17509;Mecklenburg-Vorpommern;Weltklasse
543132;Rüber;56295;Rheinland-Pfalz;Weltklasse
1433745;Rubkow;17390;Mecklenburg-Vorpommern;Weltklasse
533592;Rückeroth;56244;Rheinland-Pfalz;Weltklasse
966153;Rückersdorf;90607;Bayern;Weltklasse
1322952;Rückersdorf;03238;Brandenburg;Weltklasse
2790440;Rückersdorf;07580;Thüringen;Weltklasse
448307;Rückholz;87494;Bayern;Weltklasse
1245062;Rückweiler;55776;Rheinland-Pfalz;Weltklasse
29822;Rudelzhausen;84104;Bayern;Weltklasse
393500;Rüdenau;63924;Bayern;Weltklasse
283693;Rüdenhausen;97355;Bayern;Weltklasse
447975;Ruderatshofen;87674;Bayern;Weltklasse
401647;Rudersberg;73635;Baden-Württemberg;Weltklasse
2410102;Rudersdorf;99628;Thüringen;Weltklasse
1332927;Rüdersdorf bei Berlin;15345;Brandenburg;Weltklasse
1332927;Rüdersdorf bei Berlin;15378;Brandenburg;Weltklasse
1332927;Rüdersdorf bei Berlin;15562;Brandenburg;Weltklasse
1399080;Rüdershausen;37434;Niedersachsen;Weltklasse
958108;Ruderting;94161;Bayern;Weltklasse
1244226;Rüdesheim;55593;Rheinland-Pfalz;Weltklasse
409093;Rüdesheim am Rhein;65385;Hessen;Weltklasse
1318332;Rüdnitz;16321;Brandenburg;Weltklasse
1273347;Rudolstadt;07407;Thüringen;Weltklasse
55757;Rudow;12351;Berlin;Weltklasse
55757;Rudow;12353;Berlin;Weltklasse
55757;Rudow;12355;Berlin;Weltklasse
55757;Rudow;12357;Berlin;Weltklasse
55757;Rudow;12359;Berlin;Weltklasse
1022777;Rugendorf;95365;Bayern;Weltklasse
1149230;Rügge;24392;Schleswig-Holstein;Weltklasse
1149230;Rügge;24405;Schleswig-Holstein;Weltklasse
534272;Rügland;91622;Bayern;Weltklasse
1337350;Rühen;38471;Niedersachsen;Weltklasse
1268940;Ruhla;99842;Thüringen;Weltklasse
1314277;Ruhland;01945;Brandenburg;Weltklasse
959164;Ruhmannsfelden;94239;Bayern;Weltklasse
1963382;Rühn;18246;Mecklenburg-Vorpommern;Weltklasse
941688;Ruhpolding;83324;Bayern;Weltklasse
1289806;Rühstädt;19322;Brandenburg;Weltklasse
958120;Ruhstorf a.d.Rott;94099;Bayern;Weltklasse
310409;Ruhwinkel;24601;Schleswig-Holstein;Weltklasse
1964352;Rukieten;18258;Mecklenburg-Vorpommern;Weltklasse
1978258;Rullstorf;21379;Niedersachsen;Weltklasse
1250429;Rülzheim;76761;Rheinland-Pfalz;Weltklasse
1251121;Rumbach;76891;Rheinland-Pfalz;Weltklasse
409204;Rummelsburg;10317;Berlin;Weltklasse
